AccountAgeDays,NumItems,localTime,PaymentMethod,PaymentMethodAgeDays,Label
2000,1,4.89,storecredit,212.14,0
204,1,4.89,creditcard,0.04,0
2000,1,4.75,paypal,641.32,0
2000,1,4.97,creditcard,348.31,0
546,1,4.90,paypal,0.00,0
2000,1,4.92,paypal,597.17,0
1409,1,4.96,creditcard,0.00,0
210,1,4.88,creditcard,0.00,0
2000,1,4.75,paypal,1034.67,0
107,1,4.96,creditcard,4.11,0
406,1,4.84,creditcard,405.14,0
34,1,4.96,creditcard,33.91,0
200,1,2.95,creditcard,199.62,0
638,1,4.96,creditcard,0.00,0
32,1,4.06,paypal,23.43,0
684,1,4.97,paypal,316.04,0
2000,1,4.52,creditcard,708.97,0
1657,1,4.92,creditcard,26.22,0
1133,1,4.92,creditcard,65.86,0
4,1,5.02,creditcard,3.37,0
599,1,4.96,creditcard,0.00,0
2000,1,5.03,paypal,544.97,0
162,2,4.75,creditcard,161.95,0
1407,1,4.96,creditcard,0.00,0
2000,1,4.51,creditcard,0.00,0
535,1,4.74,creditcard,37.43,0
735,1,4.75,creditcard,0.00,0
1657,1,3.07,paypal,244.56,0
3,1,4.88,creditcard,2.78,0
1397,1,4.75,creditcard,342.89,0
222,1,4.92,creditcard,221.26,0
913,1,4.90,creditcard,0.00,0
1843,1,5.04,creditcard,0.21,0
19,1,4.89,creditcard,0.00,0
2000,1,5.02,creditcard,225.32,0
2000,1,4.74,paypal,259.13,0
1014,1,4.97,creditcard,666.01,0
2000,1,4.75,creditcard,0.00,0
964,1,4.88,creditcard,0.00,0
66,1,4.75,paypal,0.95,0
544,1,4.97,paypal,0.00,0
1866,1,4.74,paypal,145.46,0
2000,1,3.58,creditcard,777.13,0
601,1,3.95,creditcard,0.00,0
954,1,4.89,creditcard,0.69,0
211,1,4.51,storecredit,202.08,0
2000,1,4.88,creditcard,0.00,0
883,3,4.51,paypal,424.28,0
1183,1,4.96,creditcard,0.00,0
2000,1,5.02,creditcard,372.04,0
605,1,4.92,creditcard,0.00,0
1625,1,4.90,creditcard,0.00,0
1933,1,3.58,creditcard,82.03,0
3,1,4.84,creditcard,0.00,0
2000,1,4.96,paypal,0.00,0
1547,1,4.96,paypal,0.00,0
54,1,4.96,creditcard,0.00,0
279,1,4.75,creditcard,113.79,0
1,4,4.84,creditcard,0.00,1
2000,1,4.75,creditcard,0.00,0
89,1,4.52,paypal,88.05,0
1767,1,5.04,creditcard,754.88,0
1609,1,4.97,storecredit,0.06,0
261,1,4.90,creditcard,254.73,0
2000,1,4.06,paypal,0.00,0
978,2,4.88,creditcard,0.00,0
1858,1,4.96,creditcard,0.01,0
3,1,5.03,paypal,1.98,0
2000,1,5.04,paypal,0.00,0
150,1,5.04,creditcard,86.15,0
182,1,4.52,storecredit,174.56,0
931,1,3.58,creditcard,0.00,0
158,1,4.46,creditcard,0.00,0
2000,1,4.96,creditcard,718.77,0
2000,1,4.97,paypal,0.00,0
2000,1,4.75,creditcard,0.00,0
1162,1,4.88,paypal,0.00,0
1208,1,4.96,creditcard,465.83,0
127,1,5.04,creditcard,0.00,0
13,1,4.92,creditcard,0.00,0
1670,1,4.75,paypal,0.00,0
2000,1,4.84,paypal,101.89,0
444,1,4.84,paypal,99.12,0
21,1,4.90,creditcard,20.90,0
19,2,4.96,creditcard,0.00,0
66,1,4.74,creditcard,16.83,0
2000,1,4.75,storecredit,0.00,0
86,1,4.52,creditcard,85.37,0
1896,1,4.92,creditcard,0.00,0
273,1,5.03,creditcard,0.00,0
43,1,4.88,creditcard,0.00,0
154,1,4.90,creditcard,0.00,0
497,1,4.97,storecredit,494.97,0
494,1,4.96,paypal,0.05,0
1799,1,4.92,paypal,1763.00,0
2000,1,3.48,creditcard,502.38,0
541,1,4.06,creditcard,0.00,0
369,1,4.92,creditcard,0.00,0
1075,1,3.07,creditcard,8.10,0
2000,1,5.02,paypal,129.93,0
53,1,5.04,paypal,52.24,0
2000,1,4.92,creditcard,327.90,0
824,1,4.06,creditcard,0.00,0
3,1,4.51,creditcard,0.00,0
604,1,4.88,creditcard,0.00,0
1285,1,4.52,paypal,26.01,0
279,1,4.06,creditcard,0.00,0
2,1,4.92,creditcard,0.00,0
1477,1,5.02,paypal,0.00,0
645,1,3.95,paypal,555.34,0
2,1,4.52,creditcard,1.15,0
131,1,4.89,creditcard,0.00,0
2000,1,4.46,paypal,0.00,0
37,1,4.51,creditcard,36.44,0
3,1,4.92,storecredit,0.00,0
2000,1,2.95,creditcard,0.00,0
2000,1,5.02,creditcard,0.01,0
125,1,4.90,paypal,0.00,0
1535,1,5.02,paypal,0.01,0
1305,1,5.04,creditcard,1261.11,0
2000,1,4.96,paypal,711.09,0
2000,4,4.74,creditcard,0.00,0
32,1,4.96,creditcard,29.18,0
2000,1,4.89,paypal,0.42,0
2000,1,5.04,creditcard,0.00,0
106,1,4.97,creditcard,0.00,0
1672,1,4.92,paypal,1568.80,0
1900,1,5.03,creditcard,0.01,0
911,1,4.88,paypal,0.00,0
66,1,4.06,paypal,0.00,0
13,1,4.92,creditcard,12.20,0
2000,5,2.60,creditcard,217.59,0
1394,5,4.74,creditcard,549.98,0
1991,1,4.89,creditcard,1394.42,0
31,1,4.51,creditcard,30.23,0
102,1,4.84,creditcard,0.00,0
1941,1,4.92,creditcard,2.89,0
1460,1,3.07,paypal,0.00,0
664,1,4.89,paypal,0.00,0
1979,1,4.51,storecredit,455.57,0
2000,1,4.46,paypal,1.54,0
569,1,4.88,creditcard,0.01,0
171,1,5.03,creditcard,0.00,0
1392,1,4.97,creditcard,0.00,0
639,1,5.02,creditcard,627.98,0
14,1,4.92,creditcard,0.00,0
776,1,4.89,creditcard,0.00,0
906,1,5.04,creditcard,0.00,0
4,1,4.92,creditcard,0.00,0
2000,1,4.92,creditcard,264.76,0
131,1,4.96,paypal,130.19,0
49,1,4.89,creditcard,0.00,0
2,1,4.84,creditcard,1.04,0
145,1,4.75,creditcard,144.52,0
91,1,4.51,creditcard,0.00,0
17,1,5.03,creditcard,0.00,0
151,1,4.97,creditcard,0.00,0
553,1,4.97,creditcard,4.10,0
779,3,4.06,creditcard,128.03,0
1306,1,4.84,creditcard,0.00,0
2000,1,5.02,creditcard,293.99,0
877,1,4.52,creditcard,682.83,0
2000,1,4.75,paypal,0.00,0
949,1,4.97,creditcard,0.00,0
367,1,5.02,creditcard,0.00,0
2000,1,4.92,creditcard,0.00,0
1602,1,4.92,creditcard,0.01,0
2000,1,4.52,creditcard,277.09,0
1536,1,4.74,creditcard,966.35,0
2000,1,4.75,paypal,2.92,0
526,1,4.89,creditcard,25.95,0
51,1,4.84,creditcard,0.00,0
1289,1,5.03,creditcard,251.15,0
38,1,4.92,creditcard,0.00,0
235,1,4.92,storecredit,0.00,0
1842,1,4.88,creditcard,0.78,0
2,1,4.75,creditcard,1.03,0
39,1,5.02,paypal,0.00,0
529,1,4.90,creditcard,508.50,0
2000,1,4.51,creditcard,0.00,0
2,1,3.58,creditcard,1.12,0
1994,1,4.92,creditcard,0.00,0
4,1,2.60,paypal,3.46,0
2000,1,4.90,paypal,944.69,0
37,1,4.51,paypal,0.00,0
2000,1,4.88,creditcard,101.16,0
1612,1,4.51,paypal,0.49,0
17,1,5.02,paypal,16.07,0
1615,1,4.75,paypal,0.00,0
19,1,5.04,storecredit,18.21,0
2000,1,4.89,creditcard,253.28,0
884,1,4.97,creditcard,0.02,0
1,1,4.84,paypal,0.00,1
190,1,5.03,storecredit,97.04,0
130,1,4.51,creditcard,129.23,0
2000,1,4.74,paypal,0.00,0
2000,1,4.96,paypal,0.00,0
3,1,4.75,creditcard,0.00,0
8,1,5.04,creditcard,0.00,0
295,2,5.04,creditcard,0.00,0
352,1,4.75,creditcard,351.86,0
2000,1,4.75,paypal,3.06,0
1603,1,4.88,paypal,0.00,0
322,1,4.75,creditcard,0.00,0
114,1,4.88,paypal,0.00,0
1981,1,4.92,creditcard,0.00,0
3,1,4.52,creditcard,2.04,0
2000,1,4.92,creditcard,0.00,0
1173,1,5.02,creditcard,0.00,0
125,1,4.92,creditcard,124.19,0
635,1,4.92,creditcard,633.88,0
2000,1,4.88,storecredit,0.00,0
54,1,4.89,creditcard,0.00,0
54,1,4.84,creditcard,0.00,0
633,1,5.03,creditcard,0.00,0
8,1,4.75,creditcard,0.00,0
256,1,4.96,paypal,0.00,0
145,1,4.89,creditcard,0.00,0
73,2,4.52,creditcard,72.38,0
466,1,4.06,creditcard,0.00,0
1608,1,4.92,creditcard,478.61,0
1783,1,4.52,creditcard,0.00,0
989,1,4.84,creditcard,988.67,0
1292,1,4.92,creditcard,0.00,0
2,1,5.03,paypal,1.03,0
1597,1,5.02,creditcard,118.99,0
578,1,3.58,creditcard,486.19,0
105,1,5.04,paypal,104.18,0
2000,2,4.75,creditcard,0.00,0
1,1,4.92,creditcard,0.00,1
2000,1,3.48,creditcard,0.44,0
211,1,2.60,creditcard,210.37,0
2000,1,4.84,creditcard,0.00,0
167,1,4.92,creditcard,166.90,0
140,1,5.03,creditcard,139.03,0
41,1,4.90,creditcard,8.59,0
179,1,4.92,creditcard,0.00,0
563,1,4.92,creditcard,0.00,0
633,1,5.03,creditcard,0.00,0
190,1,4.90,creditcard,1.52,0
33,1,4.52,creditcard,32.10,0
549,1,4.90,paypal,0.45,0
2000,1,4.52,creditcard,302.15,0
1049,1,5.03,creditcard,0.00,0
2000,1,4.88,creditcard,4.95,0
611,1,4.90,creditcard,103.59,0
10,1,4.84,creditcard,0.00,0
1759,1,4.06,creditcard,477.53,0
1679,1,4.75,paypal,0.00,0
3,1,4.89,creditcard,2.98,0
15,1,4.84,creditcard,14.38,0
8,1,4.52,paypal,7.05,0
842,1,4.74,creditcard,833.56,0
877,1,4.75,creditcard,0.00,0
1326,1,5.03,creditcard,0.00,0
2,1,3.48,creditcard,1.11,0
2000,1,4.92,creditcard,210.03,0
798,1,4.75,creditcard,0.00,0
211,1,4.84,creditcard,0.01,0
804,1,5.04,creditcard,0.00,0
987,1,4.84,paypal,0.05,0
1089,1,3.95,creditcard,1088.74,0
205,1,4.75,creditcard,0.00,0
1350,1,3.95,paypal,0.01,0
2000,1,4.92,paypal,366.69,0
2,1,4.96,creditcard,1.75,0
785,2,4.75,creditcard,85.87,0
2,1,4.97,paypal,0.00,0
606,1,4.51,creditcard,0.00,0
943,1,4.97,creditcard,0.00,0
312,1,4.88,creditcard,0.00,0
442,1,4.97,paypal,0.00,0
444,1,4.89,creditcard,74.00,0
25,1,4.84,creditcard,24.07,0
2000,1,4.52,creditcard,1376.67,0
14,1,4.46,creditcard,13.90,0
641,1,4.75,creditcard,0.00,0
2000,1,5.02,paypal,170.18,0
474,1,4.74,paypal,0.00,0
2000,1,4.75,creditcard,160.62,0
1519,1,4.84,paypal,0.00,0
299,1,4.51,paypal,0.00,0
739,1,4.06,paypal,0.01,0
239,1,4.89,creditcard,0.00,0
169,1,4.88,creditcard,168.02,0
148,1,4.92,storecredit,143.36,0
80,1,4.88,paypal,0.00,0
922,1,4.84,creditcard,0.00,0
955,2,4.46,creditcard,0.00,0
1413,1,4.06,creditcard,0.05,0
1131,1,4.89,creditcard,0.00,0
674,1,4.84,creditcard,42.99,0
2000,1,4.97,creditcard,3.34,0
2000,1,4.96,creditcard,195.90,0
2000,1,4.90,creditcard,0.00,0
290,1,4.06,creditcard,288.98,0
1767,1,4.46,creditcard,32.44,0
4,1,4.88,creditcard,0.00,0
3,1,4.88,paypal,0.00,0
365,1,4.75,creditcard,0.00,0
823,1,5.02,creditcard,0.11,0
1443,1,4.75,creditcard,0.00,0
2,1,4.46,creditcard,1.72,0
597,1,4.89,paypal,212.10,0
1477,1,4.75,paypal,64.61,0
2000,1,4.75,paypal,0.07,0
44,1,4.92,creditcard,0.00,0
2000,1,4.52,creditcard,0.00,0
2000,1,5.04,creditcard,0.00,0
2000,1,4.06,creditcard,406.55,0
2000,1,5.03,creditcard,0.00,0
1,1,4.52,paypal,0.00,1
2,1,4.75,creditcard,1.01,0
2000,1,4.88,paypal,2.06,0
5,1,4.89,creditcard,0.03,0
8,2,4.51,creditcard,0.00,0
2000,1,4.92,creditcard,1830.76,0
978,1,3.07,creditcard,0.01,0
132,1,4.52,creditcard,0.98,0
2000,1,5.02,creditcard,0.00,0
324,1,4.89,creditcard,0.00,0
1691,1,4.74,creditcard,1579.56,0
2000,1,4.96,paypal,969.94,0
212,1,3.95,creditcard,0.00,0
6,2,4.92,creditcard,0.00,0
531,1,4.90,paypal,121.63,0
136,1,5.02,creditcard,0.00,0
1307,1,4.51,creditcard,0.00,0
2000,1,4.74,creditcard,625.88,0
897,1,4.51,creditcard,896.96,0
64,1,3.95,creditcard,0.63,0
1611,1,4.96,creditcard,0.00,0
119,1,4.89,creditcard,0.00,0
12,1,5.03,creditcard,0.00,0
695,1,4.51,creditcard,0.00,0
1073,1,4.92,creditcard,49.85,0
2000,1,4.74,creditcard,412.56,0
2000,1,4.75,creditcard,0.00,0
4,1,4.75,paypal,0.00,0
2000,1,5.04,creditcard,0.00,0
272,2,5.04,creditcard,0.00,0
1992,1,5.02,creditcard,0.00,0
2000,1,5.02,creditcard,1384.53,0
501,1,5.02,paypal,0.00,0
99,1,4.90,creditcard,32.43,0
3,1,4.88,paypal,0.00,0
105,1,5.04,creditcard,0.00,0
11,1,4.75,creditcard,0.00,0
2000,1,5.04,creditcard,99.04,0
1905,1,4.74,creditcard,0.00,0
611,1,3.58,creditcard,537.03,0
270,1,3.58,creditcard,0.00,0
2,1,4.90,paypal,1.02,0
802,1,5.03,creditcard,0.00,0
17,1,4.90,storecredit,0.00,0
1194,1,4.51,creditcard,0.06,0
1575,1,4.46,creditcard,0.00,0
38,1,4.75,paypal,0.01,0
49,1,5.04,paypal,49.00,0
1768,1,4.97,paypal,1009.37,0
37,1,4.75,creditcard,0.00,0
1025,1,4.92,creditcard,155.73,0
13,1,4.84,creditcard,0.04,0
909,1,4.75,creditcard,0.00,0
1165,1,4.89,paypal,0.59,0
2000,1,4.74,paypal,0.00,0
4,1,5.04,creditcard,0.00,0
7,1,4.88,creditcard,0.00,0
298,2,4.89,paypal,151.75,0
1,1,4.75,paypal,0.00,1
2000,1,4.75,creditcard,546.71,0
1,1,4.75,creditcard,0.00,1
2000,1,4.51,creditcard,0.00,0
6,1,4.92,creditcard,0.00,0
888,1,4.75,creditcard,0.92,0
135,1,4.75,creditcard,0.00,0
1697,1,4.97,creditcard,0.00,0
119,1,4.97,creditcard,118.97,0
441,1,4.88,creditcard,0.00,0
15,1,4.88,paypal,0.00,0
56,1,2.95,creditcard,53.56,0
253,1,4.92,creditcard,252.02,0
2000,1,4.46,paypal,0.51,0
2000,1,5.02,paypal,390.52,0
2000,1,5.03,creditcard,119.04,0
663,1,4.75,creditcard,0.00,0
1714,2,4.75,creditcard,680.19,0
4,1,4.84,storecredit,0.00,0
200,1,4.96,creditcard,0.00,0
278,1,5.02,creditcard,0.00,0
111,1,5.02,creditcard,0.00,0
1958,1,4.75,paypal,25.87,0
38,1,4.52,creditcard,37.06,0
144,1,5.03,creditcard,0.00,0
1481,1,3.95,paypal,0.38,0
27,1,4.90,creditcard,25.64,0
2000,1,4.96,creditcard,0.00,0
138,1,4.74,creditcard,0.00,0
2000,1,4.90,creditcard,629.94,0
2000,1,4.06,creditcard,0.00,0
2000,1,4.75,creditcard,934.22,0
27,1,5.04,creditcard,0.44,0
2000,1,4.90,paypal,0.00,0
45,2,4.75,creditcard,44.86,0
67,1,4.92,creditcard,0.00,0
215,1,4.75,creditcard,173.55,0
1922,1,3.07,creditcard,0.89,0
148,1,4.92,creditcard,0.00,0
1595,1,4.88,storecredit,1.05,0
87,1,4.92,creditcard,0.00,0
1,1,4.92,creditcard,0.00,1
778,1,3.48,creditcard,0.00,0
68,1,4.75,creditcard,0.00,0
10,1,5.02,creditcard,0.00,0
1323,1,4.06,paypal,86.09,0
1921,1,4.96,creditcard,0.00,0
1756,1,4.75,creditcard,1.83,0
1801,2,4.92,storecredit,0.00,0
947,1,4.75,paypal,0.81,0
2,1,4.46,creditcard,0.00,0
2000,1,4.52,paypal,288.51,0
742,1,4.06,creditcard,0.00,0
1613,1,5.04,creditcard,15.38,0
278,1,4.89,creditcard,0.01,0
83,1,4.06,creditcard,82.79,0
2000,1,5.04,creditcard,1548.03,0
3,1,4.92,paypal,0.00,0
410,1,3.58,paypal,124.25,0
31,1,4.97,creditcard,0.00,0
2000,1,5.03,creditcard,337.79,0
2000,1,4.97,creditcard,193.11,0
892,1,4.75,creditcard,0.00,0
1634,1,4.52,creditcard,0.00,0
205,10,4.75,creditcard,57.02,0
648,1,4.75,storecredit,0.00,0
1098,1,5.02,creditcard,0.00,0
1937,1,5.04,creditcard,318.08,0
1817,1,4.74,paypal,0.00,0
132,1,4.92,paypal,131.10,0
909,1,3.58,paypal,314.95,0
655,1,5.03,creditcard,0.00,0
2000,1,5.04,creditcard,0.00,0
196,1,4.92,creditcard,0.00,0
299,1,4.92,creditcard,0.00,0
124,1,3.48,paypal,123.62,0
1724,1,4.74,paypal,323.27,0
1546,1,3.48,paypal,0.00,0
2000,1,4.89,creditcard,0.00,0
307,1,5.03,creditcard,0.00,0
2000,1,4.52,creditcard,509.37,0
1196,1,5.02,creditcard,0.00,0
272,1,4.88,storecredit,0.00,0
529,1,2.60,creditcard,145.44,0
1,1,4.92,creditcard,0.01,1
2000,1,4.90,creditcard,0.00,0
2000,1,4.84,storecredit,263.80,0
1129,1,4.89,creditcard,0.00,0
72,1,4.52,paypal,71.46,0
579,1,4.46,creditcard,486.32,0
2000,1,4.92,creditcard,0.02,0
385,1,4.97,creditcard,10.17,0
247,1,4.51,creditcard,246.07,0
567,1,4.51,creditcard,411.82,0
1147,1,4.75,creditcard,86.59,0
958,1,4.46,creditcard,0.00,0
101,1,4.74,paypal,0.00,0
2000,1,4.97,paypal,718.60,0
2000,1,4.96,paypal,136.23,0
219,1,4.96,paypal,0.00,0
934,1,4.92,creditcard,0.00,0
46,1,4.75,creditcard,0.00,0
912,1,4.92,paypal,180.80,0
151,1,3.95,creditcard,0.00,0
487,1,4.88,creditcard,485.79,0
129,1,4.52,creditcard,128.46,0
1213,1,5.04,creditcard,0.00,0
1622,1,4.52,creditcard,1.36,0
620,1,4.97,paypal,619.68,0
2000,1,4.97,creditcard,929.05,0
857,2,4.89,creditcard,0.00,0
13,1,4.96,creditcard,0.00,0
2000,1,5.02,creditcard,88.38,0
454,1,5.03,creditcard,0.00,0
14,2,4.90,creditcard,13.84,0
1272,1,4.51,paypal,815.26,0
564,1,4.75,paypal,547.82,0
2000,1,4.89,creditcard,0.00,0
947,3,4.88,creditcard,208.39,0
46,1,4.89,creditcard,44.99,0
4,1,5.03,creditcard,3.31,0
993,1,4.75,creditcard,0.00,0
8,1,4.92,creditcard,7.05,0
13,1,4.90,creditcard,12.88,0
323,1,5.02,creditcard,322.06,0
2000,1,4.92,creditcard,0.00,0
618,1,3.48,paypal,542.50,0
2000,1,4.74,paypal,0.00,0
915,1,4.84,creditcard,363.91,0
2000,1,4.97,creditcard,0.00,0
2000,1,4.90,creditcard,0.00,0
2000,1,5.02,creditcard,1045.02,0
20,1,4.75,creditcard,14.15,0
2000,1,4.84,creditcard,0.00,0
2000,1,4.46,creditcard,1.51,0
1425,1,4.92,creditcard,0.00,0
1156,1,4.89,creditcard,0.00,0
180,1,4.96,creditcard,0.13,0
2000,1,4.46,paypal,504.74,0
1985,1,4.74,paypal,32.68,0
2000,1,4.75,creditcard,52.84,0
8,1,4.90,paypal,7.84,0
82,1,4.52,storecredit,81.95,0
1804,1,4.88,paypal,0.00,0
6,1,4.52,paypal,0.31,0
1922,1,3.07,paypal,0.90,0
155,3,4.74,creditcard,0.01,0
2000,1,3.95,creditcard,0.00,0
1936,1,5.02,creditcard,0.00,0
2000,1,4.75,creditcard,0.00,0
55,1,4.90,creditcard,0.03,0
1576,1,4.84,creditcard,0.00,0
215,1,2.60,creditcard,214.30,0
2000,2,4.90,creditcard,0.51,0
310,2,3.07,creditcard,309.84,0
9,1,4.52,paypal,8.15,0
6,1,4.75,creditcard,5.56,0
1507,1,4.88,creditcard,257.23,0
1,2,4.51,creditcard,0.00,1
2000,1,4.06,creditcard,618.08,0
2000,1,5.03,creditcard,449.10,0
379,1,4.92,creditcard,0.00,0
22,2,4.88,creditcard,0.00,0
89,1,2.95,paypal,0.00,0
1772,1,4.75,creditcard,0.00,0
52,1,4.74,paypal,0.00,0
28,1,5.03,creditcard,27.99,0
1141,1,4.88,creditcard,0.00,0
144,1,4.52,creditcard,143.93,0
170,1,4.89,storecredit,0.00,0
152,1,4.88,creditcard,0.00,0
5,1,4.75,paypal,4.12,0
2000,1,4.84,storecredit,0.00,0
2000,1,5.03,creditcard,441.84,0
953,1,4.92,creditcard,244.30,0
1259,1,5.02,creditcard,0.01,0
2000,1,3.95,creditcard,1067.47,0
2000,1,5.03,creditcard,149.87,0
1718,1,4.88,creditcard,0.00,0
52,1,4.89,storecredit,51.91,0
1371,1,4.90,creditcard,0.00,0
519,1,4.90,creditcard,0.00,0
2,1,4.90,creditcard,0.00,0
1744,1,4.75,creditcard,0.00,0
2000,1,4.51,creditcard,0.00,0
17,1,5.03,creditcard,0.00,0
2000,1,5.03,creditcard,532.21,0
1655,1,4.92,creditcard,0.00,0
206,1,3.58,paypal,205.51,0
2000,1,5.04,creditcard,965.36,0
598,1,4.92,paypal,0.00,0
867,1,4.92,paypal,0.00,0
659,1,4.52,creditcard,29.12,0
82,1,4.46,paypal,81.77,0
525,1,3.48,creditcard,0.00,0
1595,1,4.89,creditcard,543.93,0
895,1,4.88,creditcard,161.09,0
918,1,4.75,storecredit,7.75,0
127,2,4.75,creditcard,121.08,0
29,1,4.92,creditcard,0.00,0
6,1,4.84,creditcard,5.84,0
2000,1,4.84,creditcard,529.63,0
1353,1,4.84,paypal,0.00,0
2000,1,4.89,creditcard,0.00,0
18,1,4.52,creditcard,17.79,0
2000,1,4.51,creditcard,755.28,0
1614,1,4.84,creditcard,0.00,0
1572,1,4.97,creditcard,0.00,0
1034,1,5.04,creditcard,0.00,0
34,1,4.52,creditcard,0.00,0
1257,1,5.02,creditcard,0.00,0
1524,1,4.84,creditcard,0.00,0
2000,1,4.74,creditcard,286.53,0
2000,1,4.75,creditcard,1063.73,0
2000,1,4.88,creditcard,0.00,0
1466,1,4.51,creditcard,0.00,0
2000,1,4.75,storecredit,1289.71,0
1736,1,4.88,creditcard,0.00,0
155,1,4.96,creditcard,0.00,0
7,1,5.02,creditcard,0.00,0
2000,1,4.92,creditcard,0.00,0
483,1,4.88,creditcard,7.10,0
115,1,4.74,creditcard,114.96,0
2000,1,4.74,creditcard,0.00,0
2000,1,4.75,creditcard,12.17,0
1219,1,4.88,paypal,0.00,0
2000,1,3.95,creditcard,0.00,0
736,1,4.97,creditcard,0.00,0
1,1,4.90,paypal,0.01,1
2000,1,4.89,paypal,662.88,0
987,1,5.04,paypal,0.42,0
675,2,4.89,creditcard,0.00,0
156,1,4.84,creditcard,0.00,0
120,1,4.90,creditcard,119.81,0
46,5,4.75,paypal,27.86,0
14,1,5.03,paypal,0.00,0
239,1,4.06,creditcard,0.00,0
729,1,4.88,paypal,38.10,0
613,1,4.75,storecredit,0.00,0
1673,1,2.60,creditcard,0.12,0
1990,1,4.51,paypal,0.00,0
2000,1,5.04,creditcard,0.00,0
25,1,4.84,creditcard,0.00,0
235,1,5.02,storecredit,0.00,0
4,1,4.92,creditcard,3.15,0
1093,1,4.92,creditcard,0.90,0
3,1,4.75,creditcard,2.05,0
1924,1,4.97,creditcard,0.00,0
2000,1,4.52,creditcard,1914.30,0
929,1,4.96,creditcard,0.00,0
1602,1,4.51,creditcard,0.01,0
248,1,5.02,creditcard,244.38,0
2,1,4.75,creditcard,0.01,0
434,1,4.84,creditcard,0.00,0
7,1,4.96,creditcard,3.70,0
64,2,4.89,creditcard,0.00,0
106,1,4.89,creditcard,105.89,0
26,1,4.90,creditcard,0.00,0
95,1,4.96,creditcard,0.00,0
52,1,4.75,paypal,0.10,0
1860,1,4.96,creditcard,0.00,0
288,1,4.06,creditcard,287.47,0
2000,1,4.89,creditcard,0.00,0
2,1,5.03,creditcard,1.14,0
2000,1,5.02,creditcard,0.00,0
1238,1,5.04,creditcard,129.18,0
93,1,4.52,paypal,92.37,0
1892,1,4.97,creditcard,4.17,0
2000,1,3.95,creditcard,1067.48,0
858,5,4.88,creditcard,312.77,0
1962,1,4.92,creditcard,1398.06,0
2,1,4.06,creditcard,1.46,0
733,1,4.84,creditcard,0.00,0
1539,1,4.92,creditcard,982.93,0
1637,1,4.97,creditcard,0.00,0
1644,1,4.75,creditcard,0.00,0
951,1,4.96,creditcard,0.00,0
145,10,4.52,storecredit,144.92,0
51,1,5.04,creditcard,50.92,0
35,1,5.04,paypal,0.00,0
2000,1,5.03,creditcard,581.11,0
566,1,4.51,creditcard,492.39,0
531,1,4.84,creditcard,0.00,0
14,1,5.02,storecredit,0.00,0
2000,1,5.02,creditcard,0.00,0
2000,1,4.89,creditcard,416.70,0
150,1,4.96,paypal,149.05,0
161,1,4.75,creditcard,0.00,0
105,1,4.52,paypal,104.75,0
897,1,4.51,paypal,0.00,0
2000,1,4.88,creditcard,844.15,0
1694,1,4.97,paypal,1294.86,0
1673,1,4.92,paypal,0.01,0
43,1,4.52,creditcard,0.03,0
161,1,5.04,creditcard,0.00,0
36,1,4.97,creditcard,0.00,0
1274,1,5.02,creditcard,0.00,0
1486,1,5.02,creditcard,0.00,0
1656,1,4.96,paypal,0.00,0
1228,1,4.97,storecredit,0.00,0
2000,1,4.96,creditcard,0.00,0
590,2,4.52,creditcard,109.17,0
218,1,5.03,creditcard,0.01,0
