AccountAgeDays,NumItems,localTime,PaymentMethod,PaymentMethodAgeDays,Label
2000,1,5.02,creditcard,1384.53,Good
501,1,5.02,paypal,0.0,Good
99,1,4.9,creditcard,32.43,Good
105,1,5.04,creditcard,0.0,Good
11,1,4.75,creditcard,0.0,Good
2000,1,5.04,creditcard,99.04,Good
1905,1,4.74,creditcard,0.0,Good
611,1,3.58,creditcard,537.03,Good
270,1,3.58,creditcard,0.0,Good
2,1,4.9,paypal,1.02,Good
802,1,5.03,creditcard,0.0,Good
17,1,4.9,storecredit,0.0,Good
1194,1,4.51,creditcard,0.06,Good
1575,1,4.46,creditcard,0.0,Good
38,1,4.75,paypal,0.01,Good
49,1,5.04,paypal,49.0,Good
1768,1,4.97,paypal,1009.37,Good
37,1,4.75,creditcard,0.0,Good
1025,1,4.92,creditcard,155.73,Good
13,1,4.84,creditcard,0.04,Good
909,1,4.75,creditcard,0.0,Good
1165,1,4.89,paypal,0.59,Good
4,1,5.04,creditcard,0.0,Good
7,1,4.88,creditcard,0.0,Good
298,2,4.89,paypal,151.75,Good
1,1,4.75,paypal,0.0,Fraud
2000,1,4.75,creditcard,546.71,Good
1,1,4.75,creditcard,0.0,Fraud
6,1,4.92,creditcard,0.0,Good
888,1,4.75,creditcard,0.92,Good
135,1,4.75,creditcard,0.0,Good
1697,1,4.97,creditcard,0.0,Good
119,1,4.97,creditcard,118.97,Good
441,1,4.88,creditcard,0.0,Good
15,1,4.88,paypal,0.0,Good
56,1,2.95,creditcard,53.56,Good
253,1,4.92,creditcard,252.02,Good
2000,1,4.46,paypal,0.51,Good
2000,1,5.02,paypal,390.52,Good
2000,1,5.03,creditcard,119.04,Good
663,1,4.75,creditcard,0.0,Good
1714,2,4.75,creditcard,680.19,Good
4,1,4.84,storecredit,0.0,Good
200,1,4.96,creditcard,0.0,Good
278,1,5.02,creditcard,0.0,Good
111,1,5.02,creditcard,0.0,Good
1958,1,4.75,paypal,25.87,Good
38,1,4.52,creditcard,37.06,Good
144,1,5.03,creditcard,0.0,Good
1481,1,3.95,paypal,0.38,Good
27,1,4.9,creditcard,25.64,Good
2000,1,4.96,creditcard,0.0,Good
138,1,4.74,creditcard,0.0,Good
2000,1,4.9,creditcard,629.94,Good
2000,1,4.06,creditcard,0.0,Good
2000,1,4.75,creditcard,934.22,Good
27,1,5.04,creditcard,0.44,Good
2000,1,4.9,paypal,0.0,Good
45,2,4.75,creditcard,44.86,Good
67,1,4.92,creditcard,0.0,Good
215,1,4.75,creditcard,173.55,Good
1922,1,3.07,creditcard,0.89,Good
148,1,4.92,creditcard,0.0,Good
1595,1,4.88,storecredit,1.05,Good
87,1,4.92,creditcard,0.0,Good
778,1,3.48,creditcard,0.0,Good
68,1,4.75,creditcard,0.0,Good
10,1,5.02,creditcard,0.0,Good
1323,1,4.06,paypal,86.09,Good
1921,1,4.96,creditcard,0.0,Good
1756,1,4.75,creditcard,1.83,Good
1801,2,4.92,storecredit,0.0,Good
947,1,4.75,paypal,0.81,Good
2,1,4.46,creditcard,0.0,Good
2000,1,4.52,paypal,288.51,Good
742,1,4.06,creditcard,0.0,Good
1613,1,5.04,creditcard,15.38,Good
278,1,4.89,creditcard,0.01,Good
83,1,4.06,creditcard,82.79,Good
2000,1,5.04,creditcard,1548.03,Good
3,1,4.92,paypal,0.0,Good
410,1,3.58,paypal,124.25,Good
31,1,4.97,creditcard,0.0,Good
2000,1,5.03,creditcard,337.79,Good
2000,1,4.97,creditcard,193.11,Good
892,1,4.75,creditcard,0.0,Good
1634,1,4.52,creditcard,0.0,Good
205,10,4.75,creditcard,57.02,Good
648,1,4.75,storecredit,0.0,Good
1098,1,5.02,creditcard,0.0,Good
1937,1,5.04,creditcard,318.08,Good
1817,1,4.74,paypal,0.0,Good
132,1,4.92,paypal,131.1,Good
909,1,3.58,paypal,314.95,Good
655,1,5.03,creditcard,0.0,Good
196,1,4.92,creditcard,0.0,Good
299,1,4.92,creditcard,0.0,Good
124,1,3.48,paypal,123.62,Good
1724,1,4.74,paypal,323.27,Good
1546,1,3.48,paypal,0.0,Good
2000,1,4.89,creditcard,0.0,Good
307,1,5.03,creditcard,0.0,Good
2000,1,4.52,creditcard,509.37,Good
1196,1,5.02,creditcard,0.0,Good
272,1,4.88,storecredit,0.0,Good
529,1,2.6,creditcard,145.44,Good
1,1,4.92,creditcard,0.01,Fraud
2000,1,4.84,storecredit,263.8,Good
1129,1,4.89,creditcard,0.0,Good
72,1,4.52,paypal,71.46,Good
579,1,4.46,creditcard,486.32,Good
2000,1,4.92,creditcard,0.02,Good
385,1,4.97,creditcard,10.17,Good
247,1,4.51,creditcard,246.07,Good
567,1,4.51,creditcard,411.82,Good
1147,1,4.75,creditcard,86.59,Good
958,1,4.46,creditcard,0.0,Good
101,1,4.74,paypal,0.0,Good
2000,1,4.97,paypal,718.6,Good
2000,1,4.96,paypal,136.23,Good
219,1,4.96,paypal,0.0,Good
934,1,4.92,creditcard,0.0,Good
46,1,4.75,creditcard,0.0,Good
912,1,4.92,paypal,180.8,Good
151,1,3.95,creditcard,0.0,Good
487,1,4.88,creditcard,485.79,Good
129,1,4.52,creditcard,128.46,Good
1213,1,5.04,creditcard,0.0,Good
1622,1,4.52,creditcard,1.36,Good
620,1,4.97,paypal,619.68,Good
2000,1,4.97,creditcard,929.05,Good
857,2,4.89,creditcard,0.0,Good
13,1,4.96,creditcard,0.0,Good
2000,1,5.02,creditcard,88.38,Good
454,1,5.03,creditcard,0.0,Good
14,2,4.9,creditcard,13.84,Good
1272,1,4.51,paypal,815.26,Good
564,1,4.75,paypal,547.82,Good
947,3,4.88,creditcard,208.39,Good
46,1,4.89,creditcard,44.99,Good
4,1,5.03,creditcard,3.31,Good
993,1,4.75,creditcard,0.0,Good
8,1,4.92,creditcard,7.05,Good
13,1,4.9,creditcard,12.88,Good
323,1,5.02,creditcard,322.06,Good
618,1,3.48,paypal,542.5,Good
915,1,4.84,creditcard,363.91,Good
2000,1,4.97,creditcard,0.0,Good
2000,1,5.02,creditcard,1045.02,Good
20,1,4.75,creditcard,14.15,Good
2000,1,4.46,creditcard,1.51,Good
1425,1,4.92,creditcard,0.0,Good
1156,1,4.89,creditcard,0.0,Good
180,1,4.96,creditcard,0.13,Good
2000,1,4.46,paypal,504.74,Good
1985,1,4.74,paypal,32.68,Good
2000,1,4.75,creditcard,52.84,Good
8,1,4.9,paypal,7.84,Good
82,1,4.52,storecredit,81.95,Good
1804,1,4.88,paypal,0.0,Good
6,1,4.52,paypal,0.31,Good
1922,1,3.07,paypal,0.9,Good
155,3,4.74,creditcard,0.01,Good
2000,1,3.95,creditcard,0.0,Good
1936,1,5.02,creditcard,0.0,Good
55,1,4.9,creditcard,0.03,Good
1576,1,4.84,creditcard,0.0,Good
215,1,2.6,creditcard,214.3,Good
2000,2,4.9,creditcard,0.51,Good
310,2,3.07,creditcard,309.84,Good
9,1,4.52,paypal,8.15,Good
6,1,4.75,creditcard,5.56,Good
1507,1,4.88,creditcard,257.23,Good
1,2,4.51,creditcard,0.0,Fraud
2000,1,4.06,creditcard,618.08,Good
2000,1,5.03,creditcard,449.1,Good
379,1,4.92,creditcard,0.0,Good
22,2,4.88,creditcard,0.0,Good
89,1,2.95,paypal,0.0,Good
1772,1,4.75,creditcard,0.0,Good
52,1,4.74,paypal,0.0,Good
28,1,5.03,creditcard,27.99,Good
1141,1,4.88,creditcard,0.0,Good
144,1,4.52,creditcard,143.93,Good
170,1,4.89,storecredit,0.0,Good
152,1,4.88,creditcard,0.0,Good
5,1,4.75,paypal,4.12,Good
2000,1,4.84,storecredit,0.0,Good
2000,1,5.03,creditcard,441.84,Good
953,1,4.92,creditcard,244.3,Good
1259,1,5.02,creditcard,0.01,Good
2000,1,3.95,creditcard,1067.47,Good
2000,1,5.03,creditcard,149.87,Good
1718,1,4.88,creditcard,0.0,Good
52,1,4.89,storecredit,51.91,Good
1371,1,4.9,creditcard,0.0,Good
519,1,4.9,creditcard,0.0,Good
2,1,4.9,creditcard,0.0,Good
1744,1,4.75,creditcard,0.0,Good
2000,1,5.03,creditcard,532.21,Good
1655,1,4.92,creditcard,0.0,Good
206,1,3.58,paypal,205.51,Good
2000,1,5.04,creditcard,965.36,Good
598,1,4.92,paypal,0.0,Good
867,1,4.92,paypal,0.0,Good
659,1,4.52,creditcard,29.12,Good
82,1,4.46,paypal,81.77,Good
525,1,3.48,creditcard,0.0,Good
1595,1,4.89,creditcard,543.93,Good
895,1,4.88,creditcard,161.09,Good
918,1,4.75,storecredit,7.75,Good
127,2,4.75,creditcard,121.08,Good
29,1,4.92,creditcard,0.0,Good
6,1,4.84,creditcard,5.84,Good
2000,1,4.84,creditcard,529.63,Good
1353,1,4.84,paypal,0.0,Good
18,1,4.52,creditcard,17.79,Good
2000,1,4.51,creditcard,755.28,Good
1614,1,4.84,creditcard,0.0,Good
1572,1,4.97,creditcard,0.0,Good
1034,1,5.04,creditcard,0.0,Good
34,1,4.52,creditcard,0.0,Good
1257,1,5.02,creditcard,0.0,Good
1524,1,4.84,creditcard,0.0,Good
2000,1,4.74,creditcard,286.53,Good
2000,1,4.75,creditcard,1063.73,Good
1466,1,4.51,creditcard,0.0,Good
2000,1,4.75,storecredit,1289.71,Good
1736,1,4.88,creditcard,0.0,Good
155,1,4.96,creditcard,0.0,Good
7,1,5.02,creditcard,0.0,Good
483,1,4.88,creditcard,7.1,Good
115,1,4.74,creditcard,114.96,Good
2000,1,4.74,creditcard,0.0,Good
2000,1,4.75,creditcard,12.17,Good
1219,1,4.88,paypal,0.0,Good
736,1,4.97,creditcard,0.0,Good
1,1,4.9,paypal,0.01,Fraud
2000,1,4.89,paypal,662.88,Good
987,1,5.04,paypal,0.42,Good
675,2,4.89,creditcard,0.0,Good
156,1,4.84,creditcard,0.0,Good
120,1,4.9,creditcard,119.81,Good
46,5,4.75,paypal,27.86,Good
14,1,5.03,paypal,0.0,Good
239,1,4.06,creditcard,0.0,Good
729,1,4.88,paypal,38.1,Good
613,1,4.75,storecredit,0.0,Good
1673,1,2.6,creditcard,0.12,Good
1990,1,4.51,paypal,0.0,Good
25,1,4.84,creditcard,0.0,Good
235,1,5.02,storecredit,0.0,Good
4,1,4.92,creditcard,3.15,Good
1093,1,4.92,creditcard,0.9,Good
3,1,4.75,creditcard,2.05,Good
1924,1,4.97,creditcard,0.0,Good
2000,1,4.52,creditcard,1914.3,Good
929,1,4.96,creditcard,0.0,Good
1602,1,4.51,creditcard,0.01,Good
248,1,5.02,creditcard,244.38,Good
2,1,4.75,creditcard,0.01,Good
434,1,4.84,creditcard,0.0,Good
7,1,4.96,creditcard,3.7,Good
64,2,4.89,creditcard,0.0,Good
106,1,4.89,creditcard,105.89,Good
26,1,4.9,creditcard,0.0,Good
95,1,4.96,creditcard,0.0,Good
52,1,4.75,paypal,0.1,Good
1860,1,4.96,creditcard,0.0,Good
288,1,4.06,creditcard,287.47,Good
2,1,5.03,creditcard,1.14,Good
1238,1,5.04,creditcard,129.18,Good
93,1,4.52,paypal,92.37,Good
1892,1,4.97,creditcard,4.17,Good
2000,1,3.95,creditcard,1067.48,Good
858,5,4.88,creditcard,312.77,Good
1962,1,4.92,creditcard,1398.06,Good
2,1,4.06,creditcard,1.46,Good
733,1,4.84,creditcard,0.0,Good
1539,1,4.92,creditcard,982.93,Good
1637,1,4.97,creditcard,0.0,Good
1644,1,4.75,creditcard,0.0,Good
951,1,4.96,creditcard,0.0,Good
145,10,4.52,storecredit,144.92,Good
51,1,5.04,creditcard,50.92,Good
35,1,5.04,paypal,0.0,Good
2000,1,5.03,creditcard,581.11,Good
566,1,4.51,creditcard,492.39,Good
531,1,4.84,creditcard,0.0,Good
14,1,5.02,storecredit,0.0,Good
2000,1,4.89,creditcard,416.7,Good
150,1,4.96,paypal,149.05,Good
161,1,4.75,creditcard,0.0,Good
105,1,4.52,paypal,104.75,Good
897,1,4.51,paypal,0.0,Good
2000,1,4.88,creditcard,844.15,Good
1694,1,4.97,paypal,1294.86,Good
1673,1,4.92,paypal,0.01,Good
43,1,4.52,creditcard,0.03,Good
161,1,5.04,creditcard,0.0,Good
36,1,4.97,creditcard,0.0,Good
1274,1,5.02,creditcard,0.0,Good
1486,1,5.02,creditcard,0.0,Good
1656,1,4.96,paypal,0.0,Good
1228,1,4.97,storecredit,0.0,Good
590,2,4.52,creditcard,109.17,Good
218,1,5.03,creditcard,0.01,Good
27,1,5.04,creditcard,0.0,Good
849,1,4.84,paypal,0.0,Good
8,1,3.95,paypal,7.59,Good
1402,1,4.92,creditcard,0.0,Good
