AccountAgeDays,NumItems,localTime,PaymentMethod,PaymentMethodAgeDays,Label
92,1,4.52,creditcard,91.2,Good
803,1,4.75,creditcard,172.89,Good
14,1,5.02,creditcard,13.41,Good
1150,1,4.52,paypal,0.02,Good
33,1,4.88,creditcard,32.79,Good
1592,1,4.75,creditcard,0.0,Good
86,1,4.92,paypal,85.75,Good
222,1,4.89,creditcard,0.0,Good
151,1,4.97,creditcard,0.0,Good
1803,1,5.02,creditcard,376.86,Good
518,1,4.96,creditcard,0.0,Good
758,2,5.03,creditcard,741.12,Good
1627,1,5.02,creditcard,1.26,Good
15,1,4.89,creditcard,0.0,Good
2000,1,5.04,creditcard,937.98,Good
26,1,4.84,paypal,0.06,Good
1289,1,4.75,paypal,0.0,Good
926,1,4.51,paypal,0.0,Good
134,1,4.9,creditcard,0.51,Good
1596,1,4.89,creditcard,1362.53,Good
2000,1,4.84,storecredit,0.11,Good
812,1,4.75,creditcard,554.09,Good
39,1,4.75,creditcard,0.0,Good
185,1,4.46,creditcard,44.96,Good
90,1,5.04,creditcard,54.98,Good
219,1,4.51,creditcard,218.39,Good
1635,1,4.89,paypal,357.73,Good
1938,1,5.03,creditcard,623.68,Good
2000,1,4.74,paypal,657.94,Good
2,1,4.06,creditcard,1.06,Good
376,1,4.84,paypal,0.0,Good
1384,1,4.51,creditcard,0.0,Good
2000,1,4.92,paypal,511.69,Good
1514,1,4.06,creditcard,0.0,Good
111,1,2.95,storecredit,0.02,Good
2000,1,5.03,creditcard,485.86,Good
1580,1,4.97,paypal,338.89,Good
396,1,4.84,paypal,234.81,Good
2000,1,4.97,creditcard,432.77,Good
1854,1,4.92,creditcard,134.43,Good
1000,1,4.75,creditcard,1.92,Good
1562,1,5.02,creditcard,580.15,Good
2,1,4.06,paypal,0.0,Good
3,1,4.92,creditcard,2.75,Good
533,1,4.92,creditcard,351.03,Good
1183,1,4.88,paypal,0.0,Good
1322,1,4.74,creditcard,557.47,Good
1772,1,5.04,creditcard,166.05,Good
25,1,4.92,paypal,0.01,Good
829,1,4.88,paypal,0.0,Good
693,1,4.9,paypal,0.0,Good
1055,1,4.75,creditcard,0.0,Good
120,1,5.02,paypal,0.0,Good
2000,1,4.96,paypal,969.94,Good
1430,1,4.84,creditcard,0.0,Good
12,1,4.92,creditcard,10.98,Good
17,1,4.96,creditcard,0.0,Good
53,1,4.89,paypal,52.52,Good
529,1,4.9,creditcard,0.0,Good
580,1,5.04,paypal,87.98,Good
2000,1,4.97,paypal,414.76,Good
861,1,4.52,creditcard,164.18,Good
1284,1,4.88,creditcard,465.11,Good
1038,1,4.84,creditcard,40.5,Good
62,1,4.52,creditcard,61.9,Good
633,1,4.9,creditcard,0.0,Good
268,1,5.02,paypal,0.3,Good
251,1,5.04,paypal,0.0,Good
1,1,2.95,creditcard,0.0,Fraud
1277,1,3.58,creditcard,722.11,Good
2000,1,5.03,paypal,222.93,Good
469,1,5.04,paypal,0.0,Good
171,1,4.74,creditcard,0.0,Good
112,1,4.52,creditcard,111.26,Good
40,1,4.75,storecredit,39.88,Good
5,1,4.97,creditcard,4.82,Good
172,1,4.75,creditcard,0.0,Good
2000,1,4.84,paypal,101.7,Good
383,1,4.74,storecredit,0.0,Good
301,1,4.89,creditcard,300.74,Good
45,1,5.02,creditcard,44.4,Good
17,1,4.46,creditcard,0.0,Good
2000,1,4.9,paypal,1181.6,Good
474,1,4.9,creditcard,0.0,Good
1105,1,4.92,paypal,0.0,Good
674,1,4.89,creditcard,0.0,Good
2,1,4.97,storecredit,0.0,Good
666,1,2.95,paypal,279.58,Good
2000,1,4.89,paypal,0.04,Good
34,1,4.52,creditcard,33.9,Good
158,1,5.03,creditcard,0.0,Good
2000,1,4.88,creditcard,0.13,Good
1647,1,4.96,paypal,0.0,Good
1762,1,4.75,creditcard,1231.82,Good
166,1,3.58,creditcard,165.51,Good
186,1,4.92,creditcard,0.02,Good
909,1,5.03,paypal,538.86,Good
2000,1,4.46,creditcard,210.2,Good
49,1,4.96,paypal,0.0,Good
2000,1,4.88,creditcard,345.1,Good
1230,1,5.03,creditcard,7.1,Good
640,1,4.88,creditcard,0.0,Good
6,2,4.92,creditcard,0.0,Good
930,1,4.75,creditcard,2.08,Good
280,1,4.92,creditcard,0.0,Good
282,1,4.92,paypal,281.77,Good
918,1,4.92,creditcard,0.0,Good
1257,1,5.04,creditcard,0.0,Good
2000,1,4.89,creditcard,638.84,Good
984,1,5.03,storecredit,0.0,Good
2000,1,4.75,creditcard,0.98,Good
1032,1,4.92,creditcard,0.0,Good
700,1,4.92,paypal,698.91,Good
20,1,4.51,paypal,0.0,Good
1447,1,4.88,creditcard,0.0,Good
1739,1,4.75,creditcard,0.0,Good
67,1,4.46,creditcard,66.9,Good
5,1,3.95,paypal,0.0,Good
2000,1,5.02,creditcard,76.86,Good
156,1,4.88,paypal,0.0,Good
150,1,4.89,paypal,0.0,Good
1169,1,4.9,creditcard,0.0,Good
24,1,4.89,creditcard,0.0,Good
891,1,4.9,paypal,0.44,Good
1612,1,4.51,paypal,0.49,Good
166,1,4.97,creditcard,0.0,Good
980,1,4.75,creditcard,0.0,Good
139,1,4.52,creditcard,138.7,Good
41,1,4.9,paypal,24.98,Good
1325,1,4.46,creditcard,0.0,Good
586,1,4.9,creditcard,0.0,Good
103,1,4.88,creditcard,0.01,Good
2000,1,4.92,creditcard,593.03,Good
811,1,4.92,paypal,1.38,Good
888,2,4.52,creditcard,35.68,Good
1073,1,4.89,creditcard,1.68,Good
611,1,4.06,creditcard,579.11,Good
2,1,4.52,paypal,1.07,Good
675,1,4.97,creditcard,0.0,Good
1250,1,5.02,creditcard,0.0,Good
274,3,4.52,creditcard,64.29,Good
10,1,4.89,creditcard,0.0,Good
25,1,4.92,paypal,0.0,Good
840,1,4.06,creditcard,237.42,Good
109,1,4.97,creditcard,108.74,Good
1507,1,4.89,creditcard,449.74,Good
1185,1,4.75,creditcard,0.0,Good
1845,1,5.04,creditcard,238.93,Good
2000,1,4.51,storecredit,0.07,Good
249,1,5.03,paypal,232.03,Good
4,1,4.97,paypal,3.04,Good
2000,1,4.97,creditcard,318.12,Good
2000,1,4.92,paypal,0.22,Good
1645,1,4.88,creditcard,0.0,Good
1983,1,4.06,creditcard,0.12,Good
373,1,4.92,creditcard,0.01,Good
320,1,4.96,creditcard,0.0,Good
651,1,4.92,creditcard,0.0,Good
336,1,4.92,creditcard,333.23,Good
561,1,5.02,paypal,0.0,Good
37,1,4.97,creditcard,0.0,Good
503,1,4.92,creditcard,300.0,Good
1572,1,4.75,creditcard,128.36,Good
867,1,4.92,creditcard,0.0,Good
1675,1,4.84,paypal,0.0,Good
2000,1,4.88,creditcard,28.63,Good
32,4,4.84,creditcard,29.16,Good
143,1,4.46,creditcard,36.83,Good
624,1,3.58,paypal,533.37,Good
1713,1,4.92,paypal,0.0,Good
484,1,4.74,paypal,0.0,Good
1038,1,5.04,creditcard,0.0,Good
597,1,4.88,paypal,239.61,Good
88,1,4.92,paypal,0.0,Good
2000,1,4.74,creditcard,38.46,Good
1118,1,3.58,creditcard,0.0,Good
76,1,4.88,creditcard,0.0,Good
2000,1,4.46,creditcard,524.5,Good
2000,1,4.52,creditcard,1605.86,Good
8,1,4.92,creditcard,0.0,Good
92,2,4.51,paypal,91.0,Good
3,1,4.75,creditcard,0.03,Good
111,1,4.84,creditcard,0.0,Good
1711,1,4.06,paypal,1087.24,Good
45,1,4.89,creditcard,44.05,Good
66,1,4.46,creditcard,65.95,Good
36,1,4.96,creditcard,35.14,Good
2000,1,5.04,creditcard,604.16,Good
932,2,4.97,creditcard,251.0,Good
141,1,4.74,creditcard,140.0,Good
1204,1,5.02,creditcard,583.95,Good
1892,1,4.84,paypal,0.0,Good
2000,1,5.02,creditcard,14.06,Good
105,1,4.89,creditcard,104.05,Good
4,1,4.88,paypal,3.77,Good
95,1,5.04,creditcard,0.0,Good
2000,1,4.06,creditcard,11.15,Good
21,1,4.52,creditcard,20.85,Good
309,1,4.9,creditcard,0.0,Good
2000,1,5.04,creditcard,1165.04,Good
191,1,5.04,paypal,23.45,Good
2000,1,4.97,creditcard,968.31,Good
2000,1,4.97,creditcard,954.14,Good
2,1,4.84,creditcard,1.0,Good
17,1,4.89,paypal,0.0,Good
1477,1,4.97,paypal,0.0,Good
14,1,3.48,creditcard,13.55,Good
182,1,5.02,creditcard,0.0,Good
30,2,4.75,creditcard,7.71,Good
110,1,4.9,creditcard,109.82,Good
2,1,4.96,creditcard,0.04,Good
271,1,5.02,creditcard,0.0,Good
1682,1,4.97,paypal,0.0,Good
601,1,4.74,paypal,0.0,Good
1642,1,3.07,creditcard,304.4,Good
418,1,4.75,creditcard,0.0,Good
1757,1,4.92,paypal,1734.84,Good
2000,1,5.04,paypal,1196.56,Good
1712,1,4.89,creditcard,0.0,Good
81,1,4.06,creditcard,63.13,Good
154,1,4.92,creditcard,0.0,Good
667,1,5.04,creditcard,0.0,Good
2000,1,2.95,creditcard,56.67,Good
1901,1,4.06,creditcard,0.34,Good
70,1,4.92,paypal,69.43,Good
923,1,5.04,creditcard,1.92,Good
617,1,4.92,creditcard,0.0,Good
45,1,4.97,creditcard,44.14,Good
419,1,5.03,creditcard,0.0,Good
715,1,5.03,creditcard,0.0,Good
12,1,4.88,paypal,0.0,Good
1964,1,4.74,creditcard,777.06,Good
35,1,5.04,creditcard,31.15,Good
631,1,4.88,creditcard,0.0,Good
1537,1,4.9,creditcard,210.48,Good
131,1,4.52,creditcard,130.58,Good
2000,1,4.92,creditcard,193.0,Good
1200,1,4.75,paypal,100.02,Good
64,1,4.97,creditcard,63.07,Good
665,1,4.75,creditcard,0.03,Good
1273,1,3.48,creditcard,0.0,Good
2000,1,4.89,creditcard,984.12,Good
1465,1,4.89,storecredit,0.02,Good
1435,5,4.52,creditcard,468.88,Good
1,1,4.52,paypal,0.0,Fraud
1178,1,4.74,paypal,1129.89,Good
83,1,5.04,paypal,3.15,Good
611,1,4.51,creditcard,0.0,Good
54,1,4.88,creditcard,0.24,Good
473,1,5.03,creditcard,0.0,Good
93,1,3.95,creditcard,92.18,Good
49,1,4.92,paypal,47.43,Good
2000,1,5.02,creditcard,1872.0,Good
426,1,3.07,creditcard,0.0,Good
1953,1,5.04,paypal,583.01,Good
97,1,4.92,creditcard,96.22,Good
32,1,4.9,creditcard,31.03,Good
769,1,4.92,creditcard,0.0,Good
2000,1,4.88,creditcard,0.06,Good
1879,1,5.02,creditcard,97.94,Good
874,1,4.92,paypal,223.94,Good
1063,1,4.51,creditcard,519.4,Good
258,1,4.88,creditcard,0.0,Good
10,1,4.52,creditcard,9.02,Good
528,1,4.97,paypal,0.0,Good
1980,1,4.75,paypal,0.0,Good
589,1,4.51,creditcard,0.02,Good
1094,1,4.92,creditcard,0.0,Good
30,1,4.88,paypal,0.0,Good
1924,1,4.51,creditcard,0.03,Good
287,1,4.51,creditcard,0.0,Good
2,1,4.52,paypal,1.91,Good
83,1,5.02,creditcard,0.0,Good
1702,1,4.51,creditcard,0.0,Good
51,1,4.52,creditcard,0.01,Good
808,1,4.75,creditcard,777.08,Good
2000,1,4.75,paypal,86.83,Good
2000,1,4.75,creditcard,0.74,Good
2000,1,4.51,creditcard,518.38,Good
779,1,4.88,creditcard,772.14,Good
2000,1,4.74,creditcard,350.75,Good
173,1,4.52,creditcard,0.0,Good
9,1,4.89,creditcard,8.75,Good
774,1,5.03,creditcard,473.3,Good
142,1,2.95,creditcard,98.92,Good
2000,1,5.04,creditcard,689.16,Good
2000,1,5.02,creditcard,0.08,Good
431,1,4.84,creditcard,0.0,Good
329,1,5.02,paypal,0.0,Good
1247,1,4.51,paypal,13.38,Good
523,1,4.52,paypal,0.0,Good
574,1,4.89,creditcard,0.0,Good
8,1,5.04,paypal,0.0,Good
964,1,5.03,creditcard,0.0,Good
766,1,5.03,creditcard,132.31,Good
90,1,4.92,creditcard,0.0,Good
1773,1,4.84,paypal,0.0,Good
256,1,4.92,creditcard,0.0,Good
1861,1,3.95,creditcard,1136.64,Good
1413,1,4.52,creditcard,0.0,Good
14,1,4.88,paypal,0.0,Good
1047,1,4.97,creditcard,0.0,Good
2000,1,4.88,storecredit,361.97,Good
153,2,4.75,creditcard,0.0,Good
2000,1,4.92,creditcard,740.26,Good
1619,1,4.75,creditcard,25.03,Good
129,1,4.52,creditcard,128.72,Good
802,1,4.89,paypal,270.13,Good
101,1,4.88,creditcard,0.0,Good
158,1,4.96,creditcard,126.16,Good
825,1,4.96,paypal,822.85,Good
2000,1,4.88,paypal,37.28,Good
2000,1,5.04,creditcard,561.28,Good
1933,1,4.84,paypal,0.07,Good
520,1,4.9,paypal,374.45,Good
98,1,5.03,paypal,0.0,Good
1800,1,4.52,creditcard,0.98,Good
40,1,4.96,creditcard,0.0,Good
86,1,4.89,creditcard,0.0,Good
2000,1,4.88,creditcard,238.18,Good
79,1,4.46,paypal,0.0,Good
1370,1,5.04,paypal,74.07,Good
1970,1,4.46,paypal,0.0,Good
54,1,4.97,paypal,0.12,Good
1,2,4.96,creditcard,0.0,Fraud
1946,1,4.97,creditcard,0.01,Good
240,1,4.75,creditcard,239.56,Good
671,1,4.89,creditcard,0.0,Good
7,1,5.02,creditcard,6.38,Good
179,1,4.9,storecredit,178.65,Good
2000,1,4.52,creditcard,0.15,Good
531,1,4.92,storecredit,57.76,Good
36,1,4.92,creditcard,0.0,Good
513,1,3.95,paypal,109.56,Good
2000,1,4.74,creditcard,31.75,Good
216,1,4.88,storecredit,0.0,Good
518,1,4.75,storecredit,0.01,Good
36,1,4.96,creditcard,1.22,Good
2000,1,5.03,creditcard,27.04,Good
211,1,4.84,creditcard,0.0,Good
76,1,4.96,creditcard,0.0,Good
304,1,4.92,creditcard,0.0,Good
2000,1,4.88,paypal,0.04,Good
372,2,4.9,paypal,0.0,Good
2000,1,5.02,creditcard,64.1,Good
951,1,4.88,creditcard,0.0,Good
382,1,4.75,paypal,374.68,Good
564,1,4.92,paypal,547.86,Good
1774,1,4.96,creditcard,0.0,Good
172,1,4.88,creditcard,16.04,Good
219,1,5.03,storecredit,0.0,Good
4,2,4.75,creditcard,0.01,Good
151,2,4.89,creditcard,0.0,Good
851,1,5.04,creditcard,0.0,Good
488,1,4.9,creditcard,0.0,Good
2000,1,5.02,creditcard,3.3,Good
1223,1,4.92,creditcard,0.0,Good
1941,1,4.92,creditcard,0.0,Good
2000,1,3.95,creditcard,1067.48,Good
11,1,4.84,storecredit,10.04,Good
298,1,5.02,creditcard,0.0,Good
405,1,4.92,creditcard,45.71,Good
686,1,4.46,creditcard,0.0,Good
2000,1,5.04,creditcard,1260.08,Good
195,2,4.06,creditcard,33.73,Good
1517,2,5.02,creditcard,27.27,Good
25,1,4.88,paypal,10.22,Good
565,1,4.52,paypal,0.03,Good
311,1,4.88,creditcard,9.01,Good
170,1,4.88,creditcard,0.0,Good
1917,1,3.07,paypal,0.14,Good
1983,1,4.75,storecredit,0.62,Good
1073,1,4.96,creditcard,1.86,Good
3,1,4.51,creditcard,2.14,Good
41,1,4.92,storecredit,40.86,Good
2000,1,4.89,creditcard,385.85,Good
205,1,4.96,creditcard,204.74,Good
2000,1,4.74,paypal,117.86,Good
2000,1,4.84,creditcard,1.13,Good
68,1,4.97,creditcard,0.0,Good
47,1,3.95,creditcard,2.76,Good
2000,1,4.74,paypal,0.0,Good
948,1,4.9,storecredit,0.0,Good
900,1,4.75,creditcard,0.0,Good
1695,1,4.75,creditcard,376.91,Good
521,1,5.04,creditcard,0.01,Good
1601,1,4.9,creditcard,0.02,Good
1617,1,5.03,paypal,0.0,Good
2000,1,4.75,creditcard,264.91,Good
259,1,4.75,paypal,0.0,Good
54,1,4.96,creditcard,0.0,Good
40,1,4.92,paypal,39.07,Good
170,1,4.75,creditcard,0.0,Good
693,1,4.88,creditcard,0.0,Good
95,1,5.04,paypal,94.16,Good
1868,1,4.92,creditcard,0.0,Good
2000,1,3.95,storecredit,0.0,Good
574,1,4.88,creditcard,413.21,Good
2,1,5.02,creditcard,1.98,Good
39,1,4.88,creditcard,0.0,Good
2000,1,4.9,creditcard,303.63,Good
815,1,4.75,creditcard,699.91,Good
1505,1,3.07,creditcard,5.5,Good
1944,1,3.95,paypal,0.0,Good
2000,1,4.75,creditcard,477.75,Good
443,1,5.03,creditcard,0.0,Good
2000,1,4.97,paypal,174.94,Good
16,5,4.74,creditcard,0.15,Good
3,1,4.92,paypal,2.04,Good
1602,1,4.92,creditcard,0.0,Good
2000,1,4.9,creditcard,214.59,Good
26,1,5.02,creditcard,0.0,Good
511,1,4.88,creditcard,0.0,Good
131,1,4.96,paypal,130.21,Good
363,3,4.75,creditcard,359.92,Good
31,2,4.96,creditcard,0.01,Good
2000,1,4.89,paypal,425.74,Good
147,1,4.52,creditcard,0.0,Good
346,1,5.02,creditcard,0.0,Good
3,1,4.9,creditcard,0.0,Good
161,1,4.9,creditcard,0.0,Good
814,1,4.92,paypal,391.45,Good
680,1,4.88,creditcard,0.0,Good
2000,1,4.92,creditcard,1454.51,Good
2000,1,4.88,creditcard,12.2,Good
218,1,4.74,creditcard,217.0,Good
1661,1,4.75,creditcard,838.15,Good
1207,1,4.75,creditcard,0.0,Good
2000,2,3.58,creditcard,0.04,Good
826,1,4.51,creditcard,0.0,Good
756,1,4.84,creditcard,0.0,Good
224,1,4.75,creditcard,0.0,Good
64,1,4.46,creditcard,5.83,Good
545,1,4.89,creditcard,0.0,Good
133,2,4.89,creditcard,0.0,Good
609,1,4.51,paypal,536.02,Good
2000,1,4.06,storecredit,618.14,Good
640,1,4.75,creditcard,0.0,Good
543,1,4.74,creditcard,1.95,Good
1323,1,4.97,storecredit,0.0,Good
957,1,4.88,paypal,0.0,Good
39,1,5.03,paypal,38.82,Good
1730,1,4.74,paypal,0.0,Good
2000,1,4.92,creditcard,54.32,Good
1463,1,4.75,creditcard,1430.89,Good
281,1,5.03,creditcard,0.0,Good
3,1,4.46,paypal,0.0,Good
5,1,4.74,creditcard,4.93,Good
632,1,4.89,creditcard,0.0,Good
8,1,4.88,creditcard,0.0,Good
3,1,4.52,paypal,0.0,Good
2000,1,4.52,paypal,88.45,Good
1200,1,4.89,creditcard,235.86,Good
1390,2,4.75,paypal,906.97,Good
76,1,4.75,paypal,0.0,Good
1444,1,4.46,storecredit,0.0,Good
2000,1,4.84,creditcard,189.62,Good
626,1,4.92,creditcard,595.61,Good
52,1,4.88,creditcard,51.35,Good
2000,1,3.48,creditcard,483.47,Good
286,1,4.75,creditcard,268.14,Good
78,1,4.74,creditcard,0.12,Good
112,1,5.03,paypal,26.4,Good
1415,1,4.84,creditcard,0.0,Good
856,1,4.46,creditcard,0.0,Good
2000,2,5.03,creditcard,0.15,Good
2000,1,4.9,creditcard,330.64,Good
2000,1,4.92,creditcard,205.81,Good
80,1,4.92,creditcard,80.0,Good
2000,3,4.75,creditcard,564.94,Good
1707,1,4.75,creditcard,0.0,Good
2000,2,4.97,creditcard,1634.78,Good
57,1,4.46,paypal,0.0,Good
42,1,4.75,creditcard,0.0,Good
220,1,4.75,creditcard,0.0,Good
1074,1,4.88,paypal,1073.89,Good
1351,1,4.89,creditcard,1315.8,Good
1981,1,4.52,paypal,0.84,Good
39,1,4.52,creditcard,38.63,Good
535,1,5.02,creditcard,0.0,Good
56,1,4.84,storecredit,0.0,Good
105,1,4.46,creditcard,0.0,Good
133,1,5.03,creditcard,131.98,Good
1396,1,4.92,creditcard,0.0,Good
2000,1,4.75,paypal,226.98,Good
156,1,4.51,creditcard,154.01,Good
807,1,4.92,paypal,0.0,Good
169,1,4.74,creditcard,168.64,Good
46,1,4.9,creditcard,0.0,Good
1340,1,4.75,creditcard,147.62,Good
699,1,4.52,creditcard,0.0,Good
2000,1,4.51,creditcard,697.87,Good
452,1,4.88,creditcard,0.0,Good
170,1,4.92,creditcard,113.87,Good
304,1,5.02,storecredit,0.01,Good
1440,1,4.89,creditcard,0.0,Good
415,1,4.92,paypal,414.73,Good
158,1,4.96,creditcard,157.06,Good
1238,1,5.03,storecredit,345.98,Good
885,1,5.04,creditcard,316.44,Good
2000,1,4.92,paypal,230.1,Good
1414,1,4.46,paypal,0.0,Good
2000,1,4.74,creditcard,391.03,Good
839,1,4.51,creditcard,363.72,Good
121,1,5.04,creditcard,120.5,Good
509,1,5.03,creditcard,3.93,Good
147,1,4.96,creditcard,0.0,Good
1772,1,4.75,creditcard,0.0,Good
184,1,4.97,creditcard,0.01,Good
